hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,34807344.83,24483762.06,16382.0,1322625.0,15480.0,2567.0,0.29,0.32,0.32,0.28,0.3,0.05,0.8
102100,203,1,51349816.02,22638941.19,18521.0,1066779.0,15896.0,0.0,0.45,0.3,0.37,0.23,0.31,0.0,0.82
103100,303,3,60833824.15,48090017.81,18519.0,1479786.0,14689.0,0.0,0.53,0.65,0.37,0.32,0.28,0.0,0.91
103101,304,3,20749810.39,10495378.44,8406.0,600182.0,3463.0,0.0,0.16,0.13,0.14,0.12,0.04,0.0,0.68
104100,403,3,31588313.07,18103085.53,11521.0,768385.0,9717.0,0.0,0.26,0.23,0.21,0.16,0.18,0.0,0.77
105100,503,4,34259613.22,28021791.58,12506.0,883266.0,16323.0,0.0,0.29,0.37,0.23,0.19,0.32,0.0,0.95
105101,504,4,35492394.6,29913583.12,13511.0,900028.0,15688.0,0.0,0.3,0.4,0.26,0.19,0.31,0.0,1.0
105102,505,4,21919370.39,11565237.12,8892.0,858729.0,11293.0,0.0,0.17,0.14,0.15,0.18,0.21,0.0,0.71
106100,603,5,57402320.71,37877246.48,18950.0,1314900.0,16327.0,0.0,0.5,0.51,0.38,0.28,0.32,0.0,1.02
106102,607,5,14121369.48,6853722.88,5488.0,763507.0,3912.0,0.0,0.1,0.08,0.07,0.16,0.05,0.0,1.07
106103,604,5,14430470.73,8405948.54,8169.0,780582.0,4712.0,0.0,0.11,0.1,0.13,0.16,0.07,0.0,0.68
107100,703,5,60382864.07,47293218.93,19162.0,1664149.0,17486.0,0.0,0.53,0.64,0.39,0.36,0.34,0.0,1.19
107101,704,5,22298757.05,14219154.24,10330.0,1110958.0,11041.0,0.0,0.18,0.18,0.18,0.24,0.21,0.0,0.75
107102,705,5,19433861.19,9564278.21,7526.0,408443.0,6873.0,882.0,0.15,0.11,0.12,0.08,0.12,0.02,0.75
108100,803,5,19201149.96,9499698.98,11761.0,663417.0,11325.0,0.0,0.15,0.11,0.22,0.14,0.21,0.0,0.79
108101,804,5,15752139.85,8150359.92,9081.0,516349.0,11760.0,0.0,0.12,0.09,0.15,0.11,0.22,0.0,0.78
109100,2606,13,64034000.54,38316204.58,26457.0,4385599.0,48087.0,0.0,0.56,0.51,0.56,0.96,1.0,0.0,0.83
109101,2605,13,33241871.54,12663875.14,9025.0,570725.0,7331.0,0.0,0.28,0.16,0.15,0.12,0.13,0.0,1.03
110100,2709,13,63784358.53,51934300.06,23550.0,4081988.0,20965.0,235.0,0.56,0.7,0.49,0.89,0.42,0.0,1.02
110120,2708,13,42858518.62,32942118.4,16758.0,1396488.0,16297.0,0.0,0.37,0.44,0.33,0.3,0.32,0.0,0.8
110150,2705,13,16189722.92,6689009.56,7012.0,602110.0,6417.0,762.0,0.12,0.07,0.11,0.12,0.11,0.01,0.63
111100,2404,13,70397014.71,62777321.67,27006.0,2887404.0,17748.0,4931.0,0.62,0.86,0.57,0.63,0.35,0.1,0.88
111101,2406,13,55858749.36,31991957.87,17144.0,2214987.0,12582.0,3679.0,0.49,0.43,0.34,0.48,0.24,0.07,0.92
111195,2405,13,45151461.37,26825020.74,7989.0,1003254.0,9004.0,4296.0,0.39,0.35,0.13,0.21,0.16,0.08,1.31
112100,2306,13,45479148.92,58776557.92,10415.0,1994988.0,18695.0,0.0,0.39,0.8,0.18,0.43,0.37,0.0,1.19
112101,2305,13,26333467.08,12603546.93,15610.0,49972.0,9079.0,0.0,0.22,0.16,0.3,0.0,0.16,0.0,0.73
112102,2304,13,29566843.29,25079230.28,8592.0,922215.0,9034.0,0.0,0.25,0.33,0.14,0.19,0.16,0.0,1.33
112103,2303,13,14664205.5,21995033.4,5482.0,531325.0,2281.0,0.0,0.11,0.29,0.07,0.11,0.02,0.0,1.74
112104,2308,13,14085986.35,10752597.4,4067.0,278222.0,3940.0,0.0,0.1,0.13,0.04,0.05,0.05,0.0,1.67
113100,2503,13,76218250.74,51491811.1,30233.0,3973087.0,27518.0,4341.0,0.68,0.7,0.64,0.87,0.56,0.08,0.92
113130,2505,13,24432507.18,12913558.37,6761.0,395227.0,7157.0,0.0,0.2,0.16,0.1,0.08,0.12,0.0,1.1
113180,2508,13,30740254.73,14425963.26,14924.0,1263150.0,11893.0,0.0,0.26,0.18,0.29,0.27,0.23,0.0,0.78
114101,2805,13,108731181.62,69949647.32,39259.0,3154374.0,36286.0,9974.0,0.98,0.96,0.85,0.69,0.75,0.19,0.95
114103,3001,13,46015310.17,28212247.98,20180.0,2261976.0,12460.0,921.0,0.4,0.37,0.41,0.49,0.24,0.02,0.75
115100,903,6,63159504.17,42858580.45,20103.0,2045681.0,23861.0,5178.0,0.56,0.58,0.41,0.44,0.48,0.1,1.02
115107,9010,6,16292404.42,12830160.42,9230.0,575507.0,8040.0,0.0,0.12,0.16,0.16,0.12,0.14,0.0,0.78
116100,1003,7,28140744.4,23435880.89,14717.0,2118544.0,16792.0,0.0,0.23,0.31,0.28,0.46,0.33,0.0,0.79
116105,1008,7,69066677.54,39563979.57,26046.0,3145967.0,22745.0,0.0,0.61,0.53,0.55,0.68,0.46,0.0,1.02
116108,10011,7,23660750.7,12332000.69,13094.0,972311.0,12912.0,0.0,0.19,0.15,0.25,0.21,0.25,0.0,0.78
117101,1103,16,52741164.9,30035561.91,18902.0,1661581.0,22437.0,0.0,0.46,0.4,0.38,0.36,0.45,0.0,0.87
117102,1104,16,15179852.43,7421933.32,7417.0,444326.0,8356.0,11809.0,0.11,0.08,0.12,0.09,0.15,0.23,0.69
118100,1203,8,100771771.56,74325954.3,32151.0,3800062.0,30160.0,38239.0,0.9,1.02,0.69,0.83,0.62,0.75,1.09
118105,1205,8,13681300.83,4283572.37,7154.0,677855.0,5593.0,15278.0,0.1,0.04,0.11,0.14,0.09,0.3,0.61
119100,1303,8,52348056.62,40447632.85,20893.0,2057220.0,19524.0,0.0,0.46,0.54,0.43,0.44,0.39,0.0,0.95
120101,1405,8,3902365.32,1894035.55,26020.0,2665896.0,22170.0,4056.0,0.01,0.01,0.55,0.58,0.45,0.08,0.86
121109,17016,9,74879054.34,67345528.77,31319.0,3531941.0,26114.0,4897.0,0.66,0.92,0.67,0.77,0.53,0.1,1.04
122100,1803,14,48494820.1,43698205.45,20504.0,2124301.0,18275.0,1908.0,0.42,0.59,0.42,0.46,0.36,0.04,0.93
123100,1903,10,45368137.13,26535041.61,15777.0,1774809.0,18238.0,0.0,0.39,0.35,0.31,0.38,0.36,0.0,0.86
124105,20011,10,70156903.99,49322125.99,22350.0,1846478.0,21106.0,49980.0,0.62,0.67,0.46,0.4,0.42,0.97,0.93
125100,2107,11,34521278.97,16498353.61,9255.0,954246.0,5469.0,0.0,0.29,0.21,0.16,0.2,0.09,0.0,0.83
126100,2205,12,41761164.03,25432023.2,11213.0,828133.0,8921.0,0.0,0.36,0.33,0.2,0.17,0.16,0.0,0.99
129100,1603,9,16889237.36,6668794.06,7397.0,414908.0,5603.0,4160.0,0.13,0.07,0.11,0.08,0.09,0.08,0.68
129106,1604,9,17136193.43,8139952.78,7624.0,531485.0,5819.0,1827.0,0.13,0.09,0.12,0.11,0.1,0.04,0.74
133150,3302,10,23401475.5,8030208.39,7149.0,549042.0,7253.0,1404.0,0.19,0.09,0.11,0.11,0.13,0.03,0.84
