TIPO;S_MODEL;H;2015;2015;2015;2015;2015;2015
MAL_DRG_VRS_0;DRG;119100;1.02;0.94;1.10;0.98;1.29;1.21
MAL_DRG_VRS_0;DRG;129100;0.96;0.91;1.10;0.98;1.09;0.67
MAL_DRG_VRS_0;DRG;129106;1.08;0.69;1.10;1.00;1.14;0.58
MAL_DRG_VRS_0;DRG;110100;0.85;1.01;1.09;1.13;1.19;0.58
MAL_DRG_VRS_0;DRG;120101;0.95;0.90;1.09;0.87;1.00;0.64
MAL_DRG_VRS_0;DRG;116100;1.00;0.81;1.09;0.99;1.00;0.62
MAL_DRG_VRS_0;DRG;116108;1.02;0.80;1.09;0.89;1.13;1.25
MAL_DRG_VRS_0;DRG;116108;1.07;0.79;1.09;1.04;1.07;1.25
MAL_DRG_VRS_0;DRG;129106;1.12;0.70;1.09;1.05;1.45;1.44
MAL_DRG_VRS_0;DRG;114103;0.92;1.03;1.08;1.15;1.05;0.79
MAL_DRG_VRS_0;DRG;101100;0.96;0.99;1.08;1.02;1.21;0.76
MAL_DRG_VRS_0;DRG;112100;0.99;0.92;1.08;1.00;0.97;0.43
MAL_DRG_VRS_0;DRG;116100;0.96;0.90;1.08;0.99;1.00;0.58
MAL_DRG_VRS_0;DRG;115107;0.96;0.88;1.08;0.98;1.07;0.62
MAL_DRG_VRS_0;DRG;115107;0.97;0.82;1.08;0.98;1.07;0.62
MAL_DRG_VRS_0;DRG;110100;0.84;1.00;1.07;1.11;1.19;0.62
MAL_DRG_VRS_0;DRG;105101;0.93;0.98;1.07;1.05;1.03;0.76
MAL_DRG_VRS_0;DRG;105102;1.05;0.96;1.07;1.18;1.07;0.96
MAL_DRG_VRS_0;DRG;108101;0.99;0.96;1.07;0.89;4.38;0.16
MAL_DRG_VRS_0;DRG;110120;0.83;0.88;1.07;1.10;1.09;0.58
MAL_DRG_VRS_0;DRG;122100;0.99;0.86;1.07;0.69;0.77;2.12
MAL_DRG_VRS_0;DRG;112104;0.86;0.99;1.06;1.07;1.02;0.71
MAL_DRG_VRS_0;DRG;105101;0.93;0.95;1.06;1.05;1.03;0.75
MAL_DRG_VRS_0;DRG;107100;0.90;0.91;1.06;0.99;1.49;0.95
MAL_DRG_VRS_0;DRG;109100;1.17;0.89;1.06;1.03;0.81;0.75
MAL_DRG_VRS_0;DRG;102100;1.02;0.87;1.06;0.65;1.22;1.05
MAL_DRG_VRS_0;DRG;118100;1.01;1.07;1.05;0.97;1.03;0.07
MAL_DRG_VRS_0;DRG;114103;0.90;0.96;1.05;1.01;1.18;0.59
MAL_DRG_VRS_0;DRG;121109;0.86;0.95;1.04;1.21;1.28;1.16
MAL_DRG_VRS_0;DRG;108100;0.97;0.94;1.04;0.98;1.09;0.86
MAL_DRG_VRS_0;DRG;112103;0.89;0.94;1.04;0.90;1.06;0.41
MAL_DRG_VRS_0;DRG;121109;0.96;0.92;1.04;1.03;1.26;1.16
MAL_DRG_VRS_0;DRG;101100;0.95;1.00;1.03;1.02;1.21;0.76
MAL_DRG_VRS_0;DRG;112104;0.86;0.89;1.03;0.96;0.94;0.51
MAL_DRG_VRS_0;DRG;117101;0.92;1.02;1.02;1.10;1.00;0.77
MAL_DRG_VRS_0;DRG;126100;0.96;0.92;1.02;0.90;1.13;0.55
MAL_DRG_VRS_0;DRG;110120;0.88;0.84;1.02;1.10;1.09;0.58
MAL_DRG_VRS_0;DRG;106102;0.82;0.92;1.01;0.49;1.05;0.83
MAL_DRG_VRS_0;DRG;108100;0.94;0.90;1.01;0.98;1.09;0.86
MAL_DRG_VRS_0;DRG;123100;0.94;0.86;1.01;1.10;0.92;0.59
MAL_DRG_VRS_0;DRG;122100;0.92;0.79;1.01;1.00;1.17;2.12
MAL_DRG_VRS_0;DRG;105100;0.94;1.14;1.00;9.90;0.85;0.11
MAL_DRG_VRS_0;DRG;118105;0.94;1.05;1.00;1.00;1.00;0.83
MAL_DRG_VRS_0;DRG;107102;0.82;1.01;1.00;1.05;1.10;0.52
MAL_DRG_VRS_0;DRG;111195;0.85;0.96;1.00;0.97;1.07;0.76
MAL_DRG_VRS_0;DRG;107102;0.86;0.95;1.00;1.05;1.10;0.51
MAL_DRG_VRS_0;DRG;133150;0.99;0.89;1.00;0.77;1.08;0.57
MAL_DRG_VRS_0;DRG;105100;0.92;0.99;0.99;13.47;0.85;0.11
MAL_DRG_VRS_0;DRG;117102;0.83;0.99;0.99;1.02;0.60;0.65
MAL_DRG_VRS_0;DRG;110150;0.98;0.90;0.99;1.18;1.05;0.84
MAL_DRG_VRS_0;DRG;110150;0.92;0.86;0.99;1.18;1.05;0.84
MAL_DRG_VRS_0;DRG;109100;1.02;0.83;0.99;1.03;0.81;0.73
MAL_DRG_VRS_0;DRG;103100;0.95;0.76;0.99;1.21;1.59;0.76
MAL_DRG_VRS_0;DRG;119100;1.02;0.97;0.98;1.02;1.21;1.21
MAL_DRG_VRS_0;DRG;107101;0.96;0.94;0.98;1.05;1.39;1.49
MAL_DRG_VRS_0;DRG;115100;0.93;0.94;0.98;1.08;1.11;0.77
MAL_DRG_VRS_0;DRG;111195;0.71;0.91;0.98;1.08;1.11;0.91
MAL_DRG_VRS_0;DRG;123100;0.97;0.88;0.98;1.10;0.92;0.59
MAL_DRG_VRS_0;DRG;107101;0.95;0.94;0.97;1.07;1.14;0.78
MAL_DRG_VRS_0;DRG;129100;0.94;0.84;0.97;0.98;1.06;0.73
MAL_DRG_VRS_0;DRG;106102;0.85;0.93;0.96;0.49;1.05;0.83
MAL_DRG_VRS_0;DRG;117101;0.88;0.96;0.95;1.08;1.00;0.71
MAL_DRG_VRS_0;DRG;125100;1.06;0.91;0.95;1.18;1.02;0.68
MAL_DRG_VRS_0;DRG;125100;1.04;0.91;0.95;1.18;1.02;0.68
MAL_DRG_VRS_0;DRG;105102;0.95;0.92;0.94;1.13;1.07;0.86
MAL_DRG_VRS_0;DRG;103100;0.99;0.88;0.94;1.21;1.59;0.76
MAL_DRG_VRS_0;DRG;114101;1.07;1.00;0.93;0.96;0.90;0.44
MAL_DRG_VRS_0;DRG;113100;0.91;0.99;0.93;0.87;0.91;1.06
MAL_DRG_VRS_0;DRG;102100;1.12;0.88;0.93;0.65;1.22;1.05
MAL_DRG_VRS_0;DRG;133150;1.02;1.13;0.92;0.78;1.06;1.10
MAL_DRG_VRS_0;DRG;114101;1.07;1.00;0.92;0.96;0.90;0.44
MAL_DRG_VRS_0;DRG;111100;0.97;1.00;0.92;0.99;1.17;1.74
MAL_DRG_VRS_0;DRG;113100;0.96;0.99;0.92;0.87;0.94;1.06
MAL_DRG_VRS_0;DRG;111101;0.94;1.20;0.91;1.55;1.21;2.56
MAL_DRG_VRS_0;DRG;111100;0.98;1.06;0.91;0.71;1.05;0.79
MAL_DRG_VRS_0;DRG;109101;1.17;0.98;0.87;0.99;1.03;0.97
MAL_DRG_VRS_0;DRG;103101;1.02;0.91;0.85;1.19;1.16;0.84
MAL_DRG_VRS_0;DRG;109101;1.02;0.90;0.85;1.02;1.03;0.68
MAL_DRG_VRS_0;DRG;103101;1.01;0.85;0.83;1.19;1.16;0.84
MAL_DRG_VRS_0;DRG;111101;0.87;1.32;0.77;1.57;1.21;0.74
MAL_DRG_VRS_0;DRG;112102;0.97;0.85;0.64;1.19;1.28;0.64
MAL_DRG_VRS_0;DRG;112102;0.95;0.85;0.52;1.15;1.20;0.60
MAL_DRG_VRS_I;DRG;116105;0.94;0.97;8368998696285190.00;0.00;790569415041898.00;0.00
MAL_DRG_VRS_I;DRG;106103;0.85;1.03;2.39;1.69;1.00;0.20
MAL_DRG_VRS_I;DRG;113180;0.93;1.10;2.32;1.01;1.21;0.25
MAL_DRG_VRS_I;DRG;113130;1.02;0.99;1.35;0.74;25.42;0.04
MAL_DRG_VRS_I;DRG;112101;1.99;1.08;1.31;0.88;1.03;1.11
MAL_DRG_VRS_I;DRG;124105;0.98;0.86;1.24;0.85;0.91;2.30
MAL_DRG_VRS_I;DRG;118100;0.94;1.03;1.20;0.99;1.01;0.37
MAL_DRG_VRS_I;DRG;107100;0.96;0.91;1.13;1.04;1.19;0.55
MAL_DRG_VRS_I;DRG;106100;0.90;1.00;1.10;1.10;0.91;0.52
MAL_DRG_VRS_I;DRG;116100;0.95;0.98;1.10;0.99;1.00;0.58
MAL_DRG_VRS_I;DRG;104100;0.94;0.97;1.10;0.57;1.00;1.03
MAL_DRG_VRS_I;DRG;112100;1.01;0.93;1.10;1.00;0.97;0.43
MAL_DRG_VRS_I;DRG;122100;0.99;0.89;1.10;0.73;1.16;2.12
MAL_DRG_VRS_I;DRG;116108;1.00;0.83;1.10;0.89;1.13;1.25
MAL_DRG_VRS_I;DRG;115107;0.94;0.82;1.09;0.98;1.07;0.62
MAL_DRG_VRS_I;DRG;129106;1.12;0.57;1.09;1.00;1.14;0.64
MAL_DRG_VRS_I;DRG;110100;0.81;1.07;1.07;1.13;1.19;0.58
MAL_DRG_VRS_I;DRG;126100;1.04;1.05;1.07;0.94;1.09;0.69
MAL_DRG_VRS_I;DRG;108101;1.01;1.03;1.07;0.89;4.38;0.18
MAL_DRG_VRS_I;DRG;118105;0.92;0.98;1.07;1.27;1.05;0.32
MAL_DRG_VRS_I;DRG;115100;0.94;1.00;1.06;1.14;1.10;0.84
MAL_DRG_VRS_I;DRG;105101;0.94;0.99;1.06;1.05;1.03;0.75
MAL_DRG_VRS_I;DRG;101100;1.00;1.01;1.05;1.02;1.21;0.76
MAL_DRG_VRS_I;DRG;112103;0.91;1.00;1.05;0.90;1.06;0.43
MAL_DRG_VRS_I;DRG;117102;0.80;1.05;1.04;1.02;0.63;0.86
MAL_DRG_VRS_I;DRG;108100;0.90;1.04;1.04;0.98;1.09;0.86
MAL_DRG_VRS_I;DRG;120101;1.07;0.91;1.04;0.92;1.19;0.61
MAL_DRG_VRS_I;DRG;109100;1.08;0.85;1.04;1.03;0.81;0.75
MAL_DRG_VRS_I;DRG;110120;0.90;0.82;1.04;1.10;1.09;0.58
MAL_DRG_VRS_I;DRG;114103;0.86;1.06;1.03;1.05;1.12;0.59
MAL_DRG_VRS_I;DRG;112104;0.90;0.94;1.03;0.96;0.94;0.60
MAL_DRG_VRS_I;DRG;121109;0.96;0.95;1.02;1.09;1.28;1.16
MAL_DRG_VRS_I;DRG;119100;1.00;0.91;1.02;1.02;1.21;1.21
MAL_DRG_VRS_I;DRG;102100;1.08;0.88;1.02;0.65;1.22;1.05
MAL_DRG_VRS_I;DRG;110150;0.96;0.88;1.02;1.18;1.05;0.84
MAL_DRG_VRS_I;DRG;105102;1.02;0.94;1.01;1.08;1.05;0.86
MAL_DRG_VRS_I;DRG;129100;0.86;0.93;1.01;0.98;1.12;0.79
MAL_DRG_VRS_I;DRG;111195;0.66;0.90;1.01;1.08;1.11;0.89
MAL_DRG_VRS_I;DRG;107102;0.87;1.01;1.00;1.05;1.10;0.51
MAL_DRG_VRS_I;DRG;117101;1.07;0.93;1.00;1.10;1.00;0.73
MAL_DRG_VRS_I;DRG;123100;1.04;0.92;1.00;1.10;0.92;0.59
MAL_DRG_VRS_I;DRG;106102;0.82;0.97;0.98;0.49;1.05;0.83
MAL_DRG_VRS_I;DRG;105100;0.98;1.05;0.97;12.15;0.85;0.11
MAL_DRG_VRS_I;DRG;133150;1.00;1.04;0.97;0.74;1.09;0.72
MAL_DRG_VRS_I;DRG;107101;0.99;0.96;0.97;1.07;1.14;0.78
MAL_DRG_VRS_I;DRG;103100;0.94;0.84;0.97;1.21;1.59;0.76
MAL_DRG_VRS_I;DRG;125100;1.06;0.91;0.95;1.18;1.02;0.68
MAL_DRG_VRS_I;DRG;114101;1.07;1.00;0.94;0.96;0.90;0.44
MAL_DRG_VRS_I;DRG;113100;0.91;1.05;0.93;0.87;0.91;1.06
MAL_DRG_VRS_I;DRG;111100;0.99;1.04;0.91;0.80;1.10;0.98
MAL_DRG_VRS_I;DRG;109101;1.10;0.90;0.91;0.99;1.03;0.84
MAL_DRG_VRS_I;DRG;103101;1.03;0.84;0.87;1.19;1.16;0.84
MAL_DRG_VRS_I;DRG;111101;0.92;0.99;0.86;1.57;1.21;0.74
MAL_DRG_VRS_I;DRG;112102;0.95;0.90;0.60;1.15;1.20;0.60
MAL_Geo_CRS_I;Geo;105102;0.94;0.90;8106784234895390.00;0.00;790569415042180.00;0.00
MAL_Geo_CRS_I;Geo;113180;0.85;1.03;2.39;1.69;1.00;0.20
MAL_Geo_CRS_I;Geo;114101;0.86;0.98;2.38;1.01;1.21;0.25
MAL_Geo_CRS_I;Geo;112101;1.92;0.95;1.26;0.88;1.03;1.11
MAL_Geo_CRS_I;Geo;118100;1.05;1.08;1.22;1.00;1.00;0.67
MAL_Geo_CRS_I;Geo;124105;0.87;0.88;1.19;0.85;0.91;2.30
MAL_Geo_CRS_I;Geo;107100;0.87;0.88;1.15;0.94;0.97;0.60
MAL_Geo_CRS_I;Geo;104100;0.90;0.85;1.12;0.57;1.00;1.03
MAL_Geo_CRS_I;Geo;107102;0.89;1.00;1.10;1.10;0.91;0.52
MAL_Geo_CRS_I;Geo;129106;1.08;0.69;1.10;1.00;1.14;0.58
MAL_Geo_CRS_I;Geo;120101;0.95;0.90;1.09;0.87;1.00;0.64
MAL_Geo_CRS_I;Geo;116100;1.02;0.80;1.09;0.89;1.13;1.25
MAL_Geo_CRS_I;Geo;112104;0.99;0.92;1.08;1.00;0.97;0.43
MAL_Geo_CRS_I;Geo;115107;0.96;0.90;1.08;0.99;1.00;0.58
MAL_Geo_CRS_I;Geo;115100;0.96;0.88;1.08;0.98;1.07;0.62
MAL_Geo_CRS_I;Geo;111195;0.84;1.00;1.07;1.11;1.19;0.62
MAL_Geo_CRS_I;Geo;108101;0.99;0.96;1.07;0.89;4.38;0.16
MAL_Geo_CRS_I;Geo;105101;0.93;0.95;1.06;1.05;1.03;0.75
MAL_Geo_CRS_I;Geo;103101;1.02;0.87;1.06;0.65;1.22;1.05
MAL_Geo_CRS_I;Geo;116105;0.90;0.96;1.05;1.01;1.18;0.59
MAL_Geo_CRS_I;Geo;110100;0.89;0.94;1.04;0.90;1.06;0.41
MAL_Geo_CRS_I;Geo;112103;0.86;0.89;1.03;0.96;0.94;0.51
MAL_Geo_CRS_I;Geo;109101;0.88;0.84;1.02;1.10;1.09;0.58
MAL_Geo_CRS_I;Geo;116108;0.94;0.90;1.01;0.98;1.09;0.86
MAL_Geo_CRS_I;Geo;117101;0.92;0.79;1.01;1.00;1.17;2.12
MAL_Geo_CRS_I;Geo;118105;0.94;1.05;1.00;1.00;1.00;0.83
MAL_Geo_CRS_I;Geo;111100;0.85;0.96;1.00;0.97;1.07;0.76
MAL_Geo_CRS_I;Geo;106102;0.86;0.95;1.00;1.05;1.10;0.51
MAL_Geo_CRS_I;Geo;112100;0.99;0.89;1.00;0.77;1.08;0.57
MAL_Geo_CRS_I;Geo;105100;0.92;0.99;0.99;13.47;0.85;0.11
MAL_Geo_CRS_I;Geo;108100;0.83;0.99;0.99;1.02;0.60;0.65
MAL_Geo_CRS_I;Geo;106103;0.92;0.86;0.99;1.18;1.05;0.84
MAL_Geo_CRS_I;Geo;112102;1.02;0.83;0.99;1.03;0.81;0.73
MAL_Geo_CRS_I;Geo;119100;1.02;0.97;0.98;1.02;1.21;1.21
MAL_Geo_CRS_I;Geo;123100;0.93;0.94;0.98;1.08;1.11;0.77
MAL_Geo_CRS_I;Geo;110150;0.97;0.88;0.98;1.10;0.92;0.59
MAL_Geo_CRS_I;Geo;107101;0.95;0.94;0.97;1.07;1.14;0.78
MAL_Geo_CRS_I;Geo;129100;0.94;0.84;0.97;0.98;1.06;0.73
MAL_Geo_CRS_I;Geo;110120;0.85;0.93;0.96;0.49;1.05;0.83
MAL_Geo_CRS_I;Geo;117102;0.88;0.96;0.95;1.08;1.00;0.71
MAL_Geo_CRS_I;Geo;106100;1.04;0.91;0.95;1.18;1.02;0.68
MAL_Geo_CRS_I;Geo;121109;0.95;0.92;0.94;1.13;1.07;0.86
MAL_Geo_CRS_I;Geo;103100;0.99;0.88;0.94;1.21;1.59;0.76
MAL_Geo_CRS_I;Geo;114103;1.07;1.00;0.93;0.96;0.90;0.44
MAL_Geo_CRS_I;Geo;113100;0.91;0.99;0.93;0.87;0.91;1.06
MAL_Geo_CRS_I;Geo;113130;0.98;1.06;0.91;0.71;1.05;0.79
MAL_Geo_CRS_I;Geo;109100;1.02;0.90;0.85;1.02;1.03;0.68
MAL_Geo_CRS_I;Geo;111101;0.87;1.32;0.77;1.57;1.21;0.74
MAL_Geo_CRS_I;Geo;133150;0.95;0.85;0.52;1.15;1.20;0.60
MAL_Geo_CRS_O;Geo;105102;0.94;0.90;Inf;0.00;Inf;0.00
MAL_Geo_CRS_O;Geo;113180;0.85;1.03;2.39;1.69;1.00;0.20
MAL_Geo_CRS_O;Geo;114101;0.86;0.98;2.38;1.01;1.21;0.25
MAL_Geo_CRS_O;Geo;112101;1.92;0.95;1.26;0.88;1.03;1.11
MAL_Geo_CRS_O;Geo;118100;1.05;1.08;1.22;1.00;1.00;0.67
MAL_Geo_CRS_O;Geo;124105;0.87;0.88;1.19;0.85;0.91;2.30
MAL_Geo_CRS_O;Geo;107100;0.87;0.88;1.15;0.94;0.97;0.60
MAL_Geo_CRS_O;Geo;104100;0.90;0.85;1.12;0.57;1.00;1.03
MAL_Geo_CRS_O;Geo;107102;0.89;1.00;1.10;1.10;0.91;0.52
MAL_Geo_CRS_O;Geo;129106;1.08;0.69;1.10;1.00;1.14;0.58
MAL_Geo_CRS_O;Geo;120101;0.95;0.90;1.09;0.87;1.00;0.64
MAL_Geo_CRS_O;Geo;116100;1.02;0.80;1.09;0.89;1.13;1.25
MAL_Geo_CRS_O;Geo;112104;0.99;0.92;1.08;1.00;0.97;0.43
MAL_Geo_CRS_O;Geo;115107;0.96;0.90;1.08;0.99;1.00;0.58
MAL_Geo_CRS_O;Geo;115100;0.96;0.88;1.08;0.98;1.07;0.62
MAL_Geo_CRS_O;Geo;111195;0.84;1.00;1.07;1.11;1.19;0.62
MAL_Geo_CRS_O;Geo;108101;0.99;0.96;1.07;0.89;4.38;0.16
MAL_Geo_CRS_O;Geo;105101;0.93;0.95;1.06;1.05;1.03;0.75
MAL_Geo_CRS_O;Geo;103101;1.02;0.87;1.06;0.65;1.22;1.05
MAL_Geo_CRS_O;Geo;116105;0.90;0.96;1.05;1.01;1.18;0.59
MAL_Geo_CRS_O;Geo;110100;0.89;0.94;1.04;0.90;1.06;0.41
MAL_Geo_CRS_O;Geo;112103;0.86;0.89;1.03;0.96;0.94;0.51
MAL_Geo_CRS_O;Geo;109101;0.88;0.84;1.02;1.10;1.09;0.58
MAL_Geo_CRS_O;Geo;116108;0.94;0.90;1.01;0.98;1.09;0.86
MAL_Geo_CRS_O;Geo;117101;0.92;0.79;1.01;1.00;1.17;2.12
MAL_Geo_CRS_O;Geo;118105;0.94;1.05;1.00;1.00;1.00;0.83
MAL_Geo_CRS_O;Geo;111100;0.85;0.96;1.00;0.97;1.07;0.76
MAL_Geo_CRS_O;Geo;106102;0.86;0.95;1.00;1.05;1.10;0.51
MAL_Geo_CRS_O;Geo;112100;0.99;0.89;1.00;0.77;1.08;0.57
MAL_Geo_CRS_O;Geo;105100;0.92;0.99;0.99;13.47;0.85;0.11
MAL_Geo_CRS_O;Geo;108100;0.83;0.99;0.99;1.02;0.60;0.65
MAL_Geo_CRS_O;Geo;106103;0.92;0.86;0.99;1.18;1.05;0.84
MAL_Geo_CRS_O;Geo;112102;1.02;0.83;0.99;1.03;0.81;0.73
MAL_Geo_CRS_O;Geo;119100;1.02;0.97;0.98;1.02;1.21;1.21
MAL_Geo_CRS_O;Geo;123100;0.93;0.94;0.98;1.08;1.11;0.77
MAL_Geo_CRS_O;Geo;110150;0.97;0.88;0.98;1.10;0.92;0.59
MAL_Geo_CRS_O;Geo;107101;0.95;0.94;0.97;1.07;1.14;0.78
MAL_Geo_CRS_O;Geo;129100;0.94;0.84;0.97;0.98;1.06;0.73
MAL_Geo_CRS_O;Geo;110120;0.85;0.93;0.96;0.49;1.05;0.83
MAL_Geo_CRS_O;Geo;117102;0.88;0.96;0.95;1.08;1.00;0.71
MAL_Geo_CRS_O;Geo;106100;1.04;0.91;0.95;1.18;1.02;0.68
MAL_Geo_CRS_O;Geo;121109;0.95;0.92;0.94;1.13;1.07;0.86
MAL_Geo_CRS_O;Geo;103100;0.99;0.88;0.94;1.21;1.59;0.76
MAL_Geo_CRS_O;Geo;114103;1.07;1.00;0.93;0.96;0.90;0.44
MAL_Geo_CRS_O;Geo;113100;0.91;0.99;0.93;0.87;0.91;1.06
MAL_Geo_CRS_O;Geo;113130;0.98;1.06;0.91;0.71;1.05;0.79
MAL_Geo_CRS_O;Geo;109100;1.02;0.90;0.85;1.02;1.03;0.68
MAL_Geo_CRS_O;Geo;111101;0.87;1.32;0.77;1.57;1.21;0.74
MAL_Geo_CRS_O;Geo;133150;0.95;0.85;0.52;1.15;1.20;0.60
MAL_Geo_NIRS_I;Geo;105102;0.94;0.90;8106784234895390.00;0.00;790569415042180.00;0.00
MAL_Geo_NIRS_I;Geo;113180;0.85;1.03;2.39;1.69;1.00;0.20
MAL_Geo_NIRS_I;Geo;114101;0.86;0.98;2.38;1.01;1.21;0.25
MAL_Geo_NIRS_I;Geo;112101;1.92;0.95;1.26;0.88;1.03;1.11
MAL_Geo_NIRS_I;Geo;118100;1.05;1.08;1.22;1.00;1.00;0.67
MAL_Geo_NIRS_I;Geo;124105;0.87;0.88;1.19;0.85;0.91;2.30
MAL_Geo_NIRS_I;Geo;107100;0.87;0.88;1.15;0.94;0.97;0.60
MAL_Geo_NIRS_I;Geo;104100;0.90;0.85;1.12;0.57;1.00;1.03
MAL_Geo_NIRS_I;Geo;107102;0.89;1.00;1.10;1.10;0.91;0.52
MAL_Geo_NIRS_I;Geo;129106;1.08;0.69;1.10;1.00;1.14;0.58
